taxa	taxid	superkingdom	clade	kingdom	family	genus
Homo sapiens	9606	Eukaryota	Opisthokonta	Metazoa	Hominidae	Homo
Candida albicans	5476	Eukaryota	Opisthokonta	Fungi	Debaryomycetaceae	Candida
Saccharomyces cerevisiae	4932	Eukaryota	Opisthokonta	Fungi	Saccharomycetaceae	Saccharomyces
[Candida] glabrata	5478	Eukaryota	Opisthokonta	Fungi	Saccharomycetaceae	Nakaseomyces
Yarrowia lipolytica	4952	Eukaryota	Opisthokonta	Fungi	Dipodascaceae	Yarrowia
Aspergillus terreus	33178	Eukaryota	Opisthokonta	Fungi	Aspergillaceae	Aspergillus
Aspergillus carbonarius	40993	Eukaryota	Opisthokonta	Fungi	Aspergillaceae	Aspergillus
Talaromyces stipitatus	28564	Eukaryota	Opisthokonta	Fungi	Trichocomaceae	Talaromyces
Talaromyces marneffei	37727	Eukaryota	Opisthokonta	Fungi	Trichocomaceae	Talaromyces
Coccidioides immitis	5501	Eukaryota	Opisthokonta	Fungi	Onygenaceae	Coccidioides
Fusarium oxysporum	5507	Eukaryota	Opisthokonta	Fungi	Nectriaceae	Fusarium
Sclerotinia sclerotiorum	5180	Eukaryota	Opisthokonta	Fungi	Sclerotiniaceae	Sclerotinia
Schizosaccharomyces pombe	4896	Eukaryota	Opisthokonta	Fungi	Schizosaccharomycetaceae	Schizosaccharomyces
Schizosaccharomyces octosporus	4899	Eukaryota	Opisthokonta	Fungi	Schizosaccharomycetaceae	Schizosaccharomyces
Malassezia globosa	76773	Eukaryota	Opisthokonta	Fungi	Malasseziaceae	Malassezia
Ustilago maydis	5270	Eukaryota	Opisthokonta	Fungi	Ustilaginaceae	Ustilago
Cryptococcus neoformans	5207	Eukaryota	Opisthokonta	Fungi	Cryptococcaceae	Cryptococcus
Phanerodontia chrysosporium	2822231	Eukaryota	Opisthokonta	Fungi	Phanerochaetaceae	Phanerodontia
Batrachochytrium dendrobatidis	109871	Eukaryota	Opisthokonta	Fungi	NA	Batrachochytrium
Spizellomyces punctatus	109760	Eukaryota	Opisthokonta	Fungi	Spizellomycetaceae	Spizellomyces
Enterocytozoon bieneusi	31281	Eukaryota	Opisthokonta	Fungi	Enterocytozoonidae	Enterocytozoon
Nosema ceranae	40302	Eukaryota	Opisthokonta	Fungi	Nosematidae	Nosema
Encephalitozoon intestinalis	58839	Eukaryota	Opisthokonta	Fungi	Unikaryonidae	Encephalitozoon
Hamiltosporidium tvaerminnensis	1176355	Eukaryota	Opisthokonta	Fungi	Dubosqiidae	Hamiltosporidium
Rhizopus delemar	936053	Eukaryota	Opisthokonta	Fungi	Rhizopodaceae	Rhizopus
Mucor lusitanicus	29924	Eukaryota	Opisthokonta	Fungi	Mucoraceae	Mucor
Allomyces macrogynus	28583	Eukaryota	Opisthokonta	Fungi	Blastocladiaceae	Allomyces
Eimeria falciformis	84963	Eukaryota	Sar	NA	Eimeriidae	Eimeria
Eimeria praecox	51316	Eukaryota	Sar	NA	Eimeriidae	Eimeria
Eimeria mitis	44415	Eukaryota	Sar	NA	Eimeriidae	Eimeria
Eimeria brunetti	51314	Eukaryota	Sar	NA	Eimeriidae	Eimeria
Sarcocystis neurona	42890	Eukaryota	Sar	NA	Sarcocystidae	Sarcocystis
Toxoplasma gondii	5811	Eukaryota	Sar	NA	Sarcocystidae	Toxoplasma
Hammondia hammondi	99158	Eukaryota	Sar	NA	Sarcocystidae	Hammondia
Plasmodium reichenowi	5854	Eukaryota	Sar	NA	Plasmodiidae	Plasmodium
Plasmodium gallinaceum	5849	Eukaryota	Sar	NA	Plasmodiidae	Plasmodium
Theileria orientalis	68886	Eukaryota	Sar	NA	Theileriidae	Theileria
Chromera velia	505693	Eukaryota	Sar	NA	Chromeraceae	Chromera
Phytophthora cinnamomi	4785	Eukaryota	Sar	NA	Peronosporaceae	Phytophthora
Phytophthora sojae	67593	Eukaryota	Sar	NA	Peronosporaceae	Phytophthora
Hyaloperonospora arabidopsidis	272952	Eukaryota	Sar	NA	Peronosporaceae	Hyaloperonospora
Pythium aphanidermatum	65070	Eukaryota	Sar	NA	Pythiaceae	Pythium
Globisporangium ultimum	2052682	Eukaryota	Sar	NA	Pythiaceae	Globisporangium
Albugo candida	65357	Eukaryota	Sar	NA	Albuginaceae	Albugo
Acanthamoeba palestinensis	28015	Eukaryota	Amoebozoa	NA	Acanthamoebidae	Acanthamoeba
Acanthamoeba lugdunensis	61605	Eukaryota	Amoebozoa	NA	Acanthamoebidae	Acanthamoeba
Acanthamoeba rhysodes	32599	Eukaryota	Amoebozoa	NA	Acanthamoebidae	Acanthamoeba
Acanthamoeba mauritaniensis	196912	Eukaryota	Amoebozoa	NA	Acanthamoebidae	Acanthamoeba
Acanthamoeba quina	211522	Eukaryota	Amoebozoa	NA	Acanthamoebidae	Acanthamoeba
Entamoeba moshkovskii	41668	Eukaryota	Amoebozoa	NA	Entamoebidae	Entamoeba
Entamoeba histolytica	5759	Eukaryota	Amoebozoa	NA	Entamoebidae	Entamoeba
Trypanosoma evansi	5697	Eukaryota	Discoba	NA	Trypanosomatidae	Trypanosoma
Trypanosoma cruzi	5693	Eukaryota	Discoba	NA	Trypanosomatidae	Trypanosoma
Trypanosoma grayi	71804	Eukaryota	Discoba	NA	Trypanosomatidae	Trypanosoma
Endotrypanum monterogeii	5705	Eukaryota	Discoba	NA	Trypanosomatidae	Endotrypanum
Naegleria fowleri	5763	Eukaryota	Discoba	NA	Vahlkampfiidae	Naegleria
Trichomonas vaginalis	5722	Eukaryota	Metamonada	NA	Trichomonadidae	Trichomonas
Giardia intestinalis	5741	Eukaryota	Metamonada	NA	Hexamitidae	Giardia
Klebsiella aerogenes	548	Bacteria	NA	NA	Enterobacteriaceae	Klebsiella
Klebsiella pneumoniae	573	Bacteria	NA	NA	Enterobacteriaceae	Klebsiella
Klebsiella quasipneumoniae	1463165	Bacteria	NA	NA	Enterobacteriaceae	Klebsiella
Klebsiella variicola	244366	Bacteria	NA	NA	Enterobacteriaceae	Klebsiella
Klebsiella michiganensis	1134687	Bacteria	NA	NA	Enterobacteriaceae	Klebsiella
Klebsiella grimontii	2058152	Bacteria	NA	NA	Enterobacteriaceae	Klebsiella
Klebsiella sp. A52	2834819	Bacteria	NA	NA	Enterobacteriaceae	Klebsiella
Klebsiella sp. P1CD1	2267618	Bacteria	NA	NA	Enterobacteriaceae	Klebsiella
Klebsiella sp. M5al	1934254	Bacteria	NA	NA	Enterobacteriaceae	Klebsiella
Klebsiella sp. KPN54798	2897413	Bacteria	NA	NA	Enterobacteriaceae	Klebsiella
Klebsiella sp. P1927	2829836	Bacteria	NA	NA	Enterobacteriaceae	Klebsiella
Klebsiella sp. PCX	2686364	Bacteria	NA	NA	Enterobacteriaceae	Klebsiella
Klebsiella oxytoca	571	Bacteria	NA	NA	Enterobacteriaceae	Klebsiella
Klebsiella quasivariicola	2026240	Bacteria	NA	NA	Enterobacteriaceae	Klebsiella
Klebsiella huaxiensis	2153354	Bacteria	NA	NA	Enterobacteriaceae	Klebsiella
Klebsiella africana	2489010	Bacteria	NA	NA	Enterobacteriaceae	Klebsiella
Raoultella ornithinolytica	54291	Bacteria	NA	NA	Enterobacteriaceae	Raoultella
Raoultella planticola	575	Bacteria	NA	NA	Enterobacteriaceae	Raoultella
Raoultella terrigena	577	Bacteria	NA	NA	Enterobacteriaceae	Raoultella
Raoultella electrica	1259973	Bacteria	NA	NA	Enterobacteriaceae	Raoultella
Salmonella enterica	28901	Bacteria	NA	NA	Enterobacteriaceae	Salmonella
Salmonella sp. SJTUF14178	2745895	Bacteria	NA	NA	Enterobacteriaceae	Salmonella
Salmonella sp. SSDFZ54	2500542	Bacteria	NA	NA	Enterobacteriaceae	Salmonella
Salmonella bongori	54736	Bacteria	NA	NA	Enterobacteriaceae	Salmonella
Escherichia coli	562	Bacteria	NA	NA	Enterobacteriaceae	Escherichia
Escherichia albertii	208962	Bacteria	NA	NA	Enterobacteriaceae	Escherichia
Escherichia fergusonii	564	Bacteria	NA	NA	Enterobacteriaceae	Escherichia
Escherichia marmotae	1499973	Bacteria	NA	NA	Enterobacteriaceae	Escherichia
Escherichia sp. E4742	2044467	Bacteria	NA	NA	Enterobacteriaceae	Escherichia
Enterobacter hormaechei	158836	Bacteria	NA	NA	Enterobacteriaceae	Enterobacter
Enterobacter cloacae	550	Bacteria	NA	NA	Enterobacteriaceae	Enterobacter
Enterobacter cloacae complex sp.	2027919	Bacteria	NA	NA	Enterobacteriaceae	Enterobacter
Enterobacter sp. BIDMC 29	1329841	Bacteria	NA	NA	Enterobacteriaceae	Enterobacter
Enterobacter cloacae complex sp. FDA-CDC-AR_0164	2077136	Bacteria	NA	NA	Enterobacteriaceae	Enterobacter
Enterobacter roggenkampii	1812935	Bacteria	NA	NA	Enterobacteriaceae	Enterobacter
Enterobacter kobei	208224	Bacteria	NA	NA	Enterobacteriaceae	Enterobacter
Enterobacter asburiae	61645	Bacteria	NA	NA	Enterobacteriaceae	Enterobacter
Enterobacter cancerogenus	69218	Bacteria	NA	NA	Enterobacteriaceae	Enterobacter
Enterobacter ludwigii	299767	Bacteria	NA	NA	Enterobacteriaceae	Enterobacter
Enterobacter chengduensis	2494701	Bacteria	NA	NA	Enterobacteriaceae	Enterobacter
Enterobacter sichuanensis	2071710	Bacteria	NA	NA	Enterobacteriaceae	Enterobacter
Enterobacter chuandaensis	2497875	Bacteria	NA	NA	Enterobacteriaceae	Enterobacter
Enterobacter bugandensis	881260	Bacteria	NA	NA	Enterobacteriaceae	Enterobacter
Enterobacter sp. JUb54	2724468	Bacteria	NA	NA	Enterobacteriaceae	Enterobacter
Enterobacter sp. RHBSTW-00994	2742676	Bacteria	NA	NA	Enterobacteriaceae	Enterobacter
Enterobacter sp. SA187	1914861	Bacteria	NA	NA	Enterobacteriaceae	Enterobacter
Enterobacter sp. Colony194	2866201	Bacteria	NA	NA	Enterobacteriaceae	Enterobacter
Enterobacter sp. JBIWA008	2831892	Bacteria	NA	NA	Enterobacteriaceae	Enterobacter
Enterobacter sp. E76	2596949	Bacteria	NA	NA	Enterobacteriaceae	Enterobacter
Enterobacter sp. JBIWA003	2831890	Bacteria	NA	NA	Enterobacteriaceae	Enterobacter
Enterobacter sp. SES19	2705458	Bacteria	NA	NA	Enterobacteriaceae	Enterobacter
Enterobacter sp. E20	1560339	Bacteria	NA	NA	Enterobacteriaceae	Enterobacter
Enterobacter mori	539813	Bacteria	NA	NA	Enterobacteriaceae	Enterobacter
Enterobacter huaxiensis	2494702	Bacteria	NA	NA	Enterobacteriaceae	Enterobacter
Enterobacter soli	885040	Bacteria	NA	NA	Enterobacteriaceae	Enterobacter
Plesiomonas shigelloides	703	Bacteria	NA	NA	Enterobacteriaceae	Plesiomonas
Citrobacter portucalensis	1639133	Bacteria	NA	NA	Enterobacteriaceae	Citrobacter
Citrobacter freundii	546	Bacteria	NA	NA	Enterobacteriaceae	Citrobacter
Citrobacter braakii	57706	Bacteria	NA	NA	Enterobacteriaceae	Citrobacter
Citrobacter freundii complex sp. CFNIH9	2077149	Bacteria	NA	NA	Enterobacteriaceae	Citrobacter
Citrobacter sp. ABFQG	2529121	Bacteria	NA	NA	Enterobacteriaceae	Citrobacter
Citrobacter werkmanii	67827	Bacteria	NA	NA	Enterobacteriaceae	Citrobacter
Citrobacter sp. XT1-2-2	2942480	Bacteria	NA	NA	Enterobacteriaceae	Citrobacter
Citrobacter sp. RHBSTW-01013	2742677	Bacteria	NA	NA	Enterobacteriaceae	Citrobacter
Citrobacter sp. R56	1573676	Bacteria	NA	NA	Enterobacteriaceae	Citrobacter
Citrobacter sp. RHB25-C09	2742624	Bacteria	NA	NA	Enterobacteriaceae	Citrobacter
Citrobacter sp. RHBSTW-00570	2742655	Bacteria	NA	NA	Enterobacteriaceae	Citrobacter
Citrobacter sp. CF971	2566012	Bacteria	NA	NA	Enterobacteriaceae	Citrobacter
Citrobacter sp. RHB35-C21	2742626	Bacteria	NA	NA	Enterobacteriaceae	Citrobacter
Citrobacter sp. RHBSTW-01044	2742678	Bacteria	NA	NA	Enterobacteriaceae	Citrobacter
Citrobacter sp. Y3	2716879	Bacteria	NA	NA	Enterobacteriaceae	Citrobacter
Citrobacter koseri	545	Bacteria	NA	NA	Enterobacteriaceae	Citrobacter
Citrobacter farmeri	67824	Bacteria	NA	NA	Enterobacteriaceae	Citrobacter
Citrobacter amalonaticus	35703	Bacteria	NA	NA	Enterobacteriaceae	Citrobacter
Citrobacter cronae	1748967	Bacteria	NA	NA	Enterobacteriaceae	Citrobacter
Citrobacter pasteurii	1563222	Bacteria	NA	NA	Enterobacteriaceae	Citrobacter
Citrobacter rodentium	67825	Bacteria	NA	NA	Enterobacteriaceae	Citrobacter
Citrobacter tructae	2562449	Bacteria	NA	NA	Enterobacteriaceae	Citrobacter
Citrobacter arsenatis	2546350	Bacteria	NA	NA	Enterobacteriaceae	Citrobacter
Candidatus Profftia sp. (ex Adelges kitamiensis)	2864218	Bacteria	NA	NA	Enterobacteriaceae	Candidatus Profftia
Candidatus Profftia lariciata	1987921	Bacteria	NA	NA	Enterobacteriaceae	Candidatus Profftia
Candidatus Profftia tarda	1177216	Bacteria	NA	NA	Enterobacteriaceae	Candidatus Profftia
Scandinavium goeteborgense	1851514	Bacteria	NA	NA	Enterobacteriaceae	Scandinavium
Candidatus Hamiltonella defensa	138072	Bacteria	ant, tsetse, mealybug, aphid, etc. endosymbionts	NA	Enterobacteriaceae	Candidatus Hamiltonella
secondary endosymbiont of Heteropsylla cubana	134287	Bacteria	ant, tsetse, mealybug, aphid, etc. endosymbionts	NA	Enterobacteriaceae	NA
secondary endosymbiont of Ctenarytaina eucalypti	1199245	Bacteria	ant, tsetse, mealybug, aphid, etc. endosymbionts	NA	Enterobacteriaceae	NA
Candidatus Doolittlea endobia	1778262	Bacteria	ant, tsetse, mealybug, aphid, etc. endosymbionts	NA	Enterobacteriaceae	Candidatus Doolittlea
Symbiopectobacterium purcellii	2871826	Bacteria	ant, tsetse, mealybug, aphid, etc. endosymbionts	NA	Enterobacteriaceae	Symbiopectobacterium
Blochmannia endosymbiont of Camponotus modoc	2945587	Bacteria	ant, tsetse, mealybug, aphid, etc. endosymbionts	NA	Enterobacteriaceae	Candidatus Blochmannia
Blochmannia endosymbiont of Polyrhachis (Hedomyrma) turneri	1505596	Bacteria	ant, tsetse, mealybug, aphid, etc. endosymbionts	NA	Enterobacteriaceae	Candidatus Blochmannia
Blochmannia endosymbiont of Colobopsis nipponica	2681987	Bacteria	ant, tsetse, mealybug, aphid, etc. endosymbionts	NA	Enterobacteriaceae	Candidatus Blochmannia
Candidatus Blochmannia pennsylvanicus	101534	Bacteria	ant, tsetse, mealybug, aphid, etc. endosymbionts	NA	Enterobacteriaceae	Candidatus Blochmannia
Candidatus Blochmannia vafer	251535	Bacteria	ant, tsetse, mealybug, aphid, etc. endosymbionts	NA	Enterobacteriaceae	Candidatus Blochmannia
Candidatus Hoaglandella endobia	1778263	Bacteria	ant, tsetse, mealybug, aphid, etc. endosymbionts	NA	Enterobacteriaceae	Candidatus Hoaglandella
Candidatus Gullanella endobia	1070130	Bacteria	ant, tsetse, mealybug, aphid, etc. endosymbionts	NA	Enterobacteriaceae	Candidatus Gullanella
secondary endosymbiont of Trabutina mannipara	1835721	Bacteria	ant, tsetse, mealybug, aphid, etc. endosymbionts	NA	Enterobacteriaceae	NA
Candidatus Purcelliella pentastirinorum	472834	Bacteria	ant, tsetse, mealybug, aphid, etc. endosymbionts	NA	Enterobacteriaceae	Candidatus Purcelliella
Candidatus Annandia adelgestsuga	1302411	Bacteria	ant, tsetse, mealybug, aphid, etc. endosymbionts	NA	Enterobacteriaceae	Candidatus Annandia
Candidatus Mikella endobia	1778264	Bacteria	ant, tsetse, mealybug, aphid, etc. endosymbionts	NA	Enterobacteriaceae	Candidatus Mikella
Shigella flexneri	623	Bacteria	NA	NA	Enterobacteriaceae	Shigella
Shigella boydii	621	Bacteria	NA	NA	Enterobacteriaceae	Shigella
Shigella dysenteriae	622	Bacteria	NA	NA	Enterobacteriaceae	Shigella
Shigella sonnei	624	Bacteria	NA	NA	Enterobacteriaceae	Shigella
Kosakonia sp. SMBL-WEM22	2725560	Bacteria	NA	NA	Enterobacteriaceae	Kosakonia
Kosakonia sp. MUSA4	2067958	Bacteria	NA	NA	Enterobacteriaceae	Kosakonia
Kosakonia sp. CCTCC M2018092	2492396	Bacteria	NA	NA	Enterobacteriaceae	Kosakonia
Kosakonia cowanii	208223	Bacteria	NA	NA	Enterobacteriaceae	Kosakonia
Kosakonia radicincitans	283686	Bacteria	NA	NA	Enterobacteriaceae	Kosakonia
Kosakonia oryzae	497725	Bacteria	NA	NA	Enterobacteriaceae	Kosakonia
Kosakonia sacchari	1158459	Bacteria	NA	NA	Enterobacteriaceae	Kosakonia
Kosakonia arachidis	551989	Bacteria	NA	NA	Enterobacteriaceae	Kosakonia
Leclercia sp. W6	2282310	Bacteria	NA	NA	Enterobacteriaceae	Leclercia
Leclercia sp. 29361	2714951	Bacteria	NA	NA	Enterobacteriaceae	Leclercia
Leclercia sp. G3L	2898725	Bacteria	NA	NA	Enterobacteriaceae	Leclercia
Leclercia sp. LSNIH3	1920116	Bacteria	NA	NA	Enterobacteriaceae	Leclercia
Leclercia sp. Colony189	2681309	Bacteria	NA	NA	Enterobacteriaceae	Leclercia
Leclercia adecarboxylata	83655	Bacteria	NA	NA	Enterobacteriaceae	Leclercia
Leclercia pneumoniae	2815358	Bacteria	NA	NA	Enterobacteriaceae	Leclercia
[Enterobacter] lignolyticus	1334193	Bacteria	NA	NA	Enterobacteriaceae	Pluralibacter
Pluralibacter gergoviae	61647	Bacteria	NA	NA	Enterobacteriaceae	Pluralibacter
Cedecea neteri	158822	Bacteria	NA	NA	Enterobacteriaceae	Cedecea
Cedecea lapagei	158823	Bacteria	NA	NA	Enterobacteriaceae	Cedecea
Cedecea sp. FDAARGOS_727	2545798	Bacteria	NA	NA	Enterobacteriaceae	Cedecea
Kluyvera intermedia	61648	Bacteria	NA	NA	Enterobacteriaceae	Kluyvera
Kluyvera ascorbata	51288	Bacteria	NA	NA	Enterobacteriaceae	Kluyvera
Kluyvera genomosp. 3	2774055	Bacteria	NA	NA	Enterobacteriaceae	Kluyvera
Cronobacter malonaticus	413503	Bacteria	NA	NA	Enterobacteriaceae	Cronobacter
Cronobacter sakazakii	28141	Bacteria	NA	NA	Enterobacteriaceae	Cronobacter
Cronobacter universalis	535744	Bacteria	NA	NA	Enterobacteriaceae	Cronobacter
Cronobacter condimenti	1163710	Bacteria	NA	NA	Enterobacteriaceae	Cronobacter
Lelliottia amnigena	61646	Bacteria	NA	NA	Enterobacteriaceae	Lelliottia
Jejubacter calystegiae	2579935	Bacteria	NA	NA	Enterobacteriaceae	Jejubacter
Atlantibacter hermannii	565	Bacteria	NA	NA	Enterobacteriaceae	Atlantibacter
Enterobacteriaceae endosymbiont of Macroplea appendiculata	2675790	Bacteria	NA	NA	Enterobacteriaceae	NA
Enterobacteriaceae endosymbiont of Neohaemonia nigricornis	2675792	Bacteria	NA	NA	Enterobacteriaceae	NA
Shimwellia blattae	563	Bacteria	NA	NA	Enterobacteriaceae	Shimwellia
Pseudescherichia vulneris	566	Bacteria	NA	NA	Enterobacteriaceae	Pseudescherichia
Buttiauxella agrestis	82977	Bacteria	NA	NA	Enterobacteriaceae	Buttiauxella
Pseudocitrobacter sp. G163CM	2891570	Bacteria	NA	NA	Enterobacteriaceae	Pseudocitrobacter
Phytobacter ursingii	1972431	Bacteria	NA	NA	Enterobacteriaceae	Phytobacter
Phytobacter sp. SCO41	1756993	Bacteria	NA	NA	Enterobacteriaceae	Phytobacter
Phytobacter diazotrophicus	395631	Bacteria	NA	NA	Enterobacteriaceae	Phytobacter
Candidatus Ishikawaella capsulata	168169	Bacteria	NA	NA	Enterobacteriaceae	Candidatus Ishikawaella
Yokenella regensburgei	158877	Bacteria	NA	NA	Enterobacteriaceae	Yokenella
Candidatus Riesia pediculicola	401619	Bacteria	NA	NA	Enterobacteriaceae	Candidatus Riesia
Candidatus Moranella endobia	1048758	Bacteria	NA	NA	Enterobacteriaceae	Candidatus Moranella
Candidatus Schneideria nysicola	1081631	Bacteria	NA	NA	Enterobacteriaceae	Candidatus Schneideria
Serratia symbiotica	138074	Bacteria	NA	NA	Yersiniaceae	Serratia
Serratia fonticola	47917	Bacteria	NA	NA	Yersiniaceae	Serratia
Serratia rubidaea	61652	Bacteria	NA	NA	Yersiniaceae	Serratia
Serratia sp. CMO1	2785630	Bacteria	NA	NA	Yersiniaceae	Serratia
Serratia sp. ATCC 39006	104623	Bacteria	NA	NA	Yersiniaceae	Serratia
Serratia sp. FGI94	671990	Bacteria	NA	NA	Yersiniaceae	Serratia
Serratia sp. FDAARGOS_506	2420306	Bacteria	NA	NA	Yersiniaceae	Serratia
Serratia marcescens	615	Bacteria	NA	NA	Yersiniaceae	Serratia
Serratia plymuthica	82996	Bacteria	NA	NA	Yersiniaceae	Serratia
Serratia proteamaculans	28151	Bacteria	NA	NA	Yersiniaceae	Serratia
Serratia ureilytica	300181	Bacteria	NA	NA	Yersiniaceae	Serratia
Serratia inhibens	2338073	Bacteria	NA	NA	Yersiniaceae	Serratia
Serratia odorifera	618	Bacteria	NA	NA	Yersiniaceae	Serratia
Yersinia pestis	632	Bacteria	NA	NA	Yersiniaceae	Yersinia
Yersinia pseudotuberculosis	633	Bacteria	NA	NA	Yersiniaceae	Yersinia
Yersinia enterocolitica	630	Bacteria	NA	NA	Yersiniaceae	Yersinia
Yersinia ruckeri	29486	Bacteria	NA	NA	Yersiniaceae	Yersinia
Yersinia frederiksenii	29484	Bacteria	NA	NA	Yersiniaceae	Yersinia
Yersinia entomophaga	935293	Bacteria	NA	NA	Yersiniaceae	Yersinia
Yersinia kristensenii	28152	Bacteria	NA	NA	Yersiniaceae	Yersinia
Yersinia mollaretii	33060	Bacteria	NA	NA	Yersiniaceae	Yersinia
Rahnella aquatilis	34038	Bacteria	NA	NA	Yersiniaceae	Rahnella
Rahnella inusitata	58169	Bacteria	NA	NA	Yersiniaceae	Rahnella
Rahnella victoriana	1510570	Bacteria	NA	NA	Yersiniaceae	Rahnella
Rahnella sp. ERMR1:05	1805933	Bacteria	NA	NA	Yersiniaceae	Rahnella
Nissabacter sp. SGAir0207	2126321	Bacteria	NA	NA	Yersiniaceae	Nissabacter
Rouxiella badensis	1646377	Bacteria	NA	NA	Yersiniaceae	Rouxiella
Candidatus Fukatsuia symbiotica	1878942	Bacteria	NA	NA	Yersiniaceae	Candidatus Fukatsuia
Chania multitudinisentens	1639108	Bacteria	NA	NA	Yersiniaceae	Chania
Ewingella americana	41202	Bacteria	NA	NA	Yersiniaceae	Ewingella
Gibbsiella quercinecans	929813	Bacteria	NA	NA	Yersiniaceae	Gibbsiella
Pantoea sp. At-9b	592316	Bacteria	NA	NA	Erwiniaceae	Pantoea
Pantoea sp. SO10	2575375	Bacteria	NA	NA	Erwiniaceae	Pantoea
Pantoea sp. CCBC3-3-1	2490851	Bacteria	NA	NA	Erwiniaceae	Pantoea
Pantoea sp. Z09	2886821	Bacteria	NA	NA	Erwiniaceae	Pantoea
Pantoea agglomerans	549	Bacteria	NA	NA	Erwiniaceae	Pantoea
Pantoea ananatis	553	Bacteria	NA	NA	Erwiniaceae	Pantoea
Pantoea dispersa	59814	Bacteria	NA	NA	Erwiniaceae	Pantoea
Pantoea stewartii	66269	Bacteria	NA	NA	Erwiniaceae	Pantoea
Pantoea eucalypti	470933	Bacteria	NA	NA	Erwiniaceae	Pantoea
Pantoea rwandensis	1076550	Bacteria	NA	NA	Erwiniaceae	Pantoea
Pantoea cypripedii	55209	Bacteria	NA	NA	Erwiniaceae	Pantoea
Pantoea deleyi	470932	Bacteria	NA	NA	Erwiniaceae	Pantoea
Pantoea vagans	470934	Bacteria	NA	NA	Erwiniaceae	Pantoea
Pantoea alhagi	1891675	Bacteria	NA	NA	Erwiniaceae	Pantoea
[Pantoea] beijingensis	1324864	Bacteria	NA	NA	Erwiniaceae	Erwinia
Erwinia sp. E602	2675378	Bacteria	NA	NA	Erwiniaceae	Erwinia
Erwinia sp. Ejp617	215689	Bacteria	NA	NA	Erwiniaceae	Erwinia
Erwinia sp. J780	2681984	Bacteria	NA	NA	Erwiniaceae	Erwinia
Erwinia gerundensis	1619313	Bacteria	NA	NA	Erwiniaceae	Duffyella
Erwinia amylovora	552	Bacteria	NA	NA	Erwiniaceae	Erwinia
Erwinia tracheiphila	65700	Bacteria	NA	NA	Erwiniaceae	Erwinia
Candidatus Erwinia haradaeae	1922217	Bacteria	NA	NA	Erwiniaceae	Erwinia
Erwinia tasmaniensis	338565	Bacteria	NA	NA	Erwiniaceae	Erwinia
Erwinia persicina	55211	Bacteria	NA	NA	Erwiniaceae	Erwinia
Erwinia rhapontici	55212	Bacteria	NA	NA	Erwiniaceae	Erwinia
Erwinia billingiae	182337	Bacteria	NA	NA	Erwiniaceae	Erwinia
Buchnera aphidicola	9	Bacteria	NA	NA	Erwiniaceae	Buchnera
Mixta calida	665913	Bacteria	NA	NA	Erwiniaceae	Mixta
Mixta gaviniae	665914	Bacteria	NA	NA	Erwiniaceae	Mixta
Mixta intestinalis	1615494	Bacteria	NA	NA	Erwiniaceae	Mixta
Mixta sp. X22927	2872648	Bacteria	NA	NA	Erwiniaceae	Mixta
Tatumella ptyseos	82987	Bacteria	NA	NA	Erwiniaceae	Tatumella
Tatumella citrea	53336	Bacteria	NA	NA	Erwiniaceae	Tatumella
Wigglesworthia glossinidia	51229	Bacteria	NA	NA	Erwiniaceae	Wigglesworthia
Xenorhabdus doucetiae	351671	Bacteria	NA	NA	Morganellaceae	Xenorhabdus
Xenorhabdus poinarii	40577	Bacteria	NA	NA	Morganellaceae	Xenorhabdus
Xenorhabdus budapestensis	290110	Bacteria	NA	NA	Morganellaceae	Xenorhabdus
Xenorhabdus nematophila	628	Bacteria	NA	NA	Morganellaceae	Xenorhabdus
Xenorhabdus bovienii	40576	Bacteria	NA	NA	Morganellaceae	Xenorhabdus
Morganella morganii	582	Bacteria	NA	NA	Morganellaceae	Morganella
Proteus mirabilis	584	Bacteria	NA	NA	Morganellaceae	Proteus
Proteus vulgaris	585	Bacteria	NA	NA	Morganellaceae	Proteus
Proteus terrae	1574161	Bacteria	NA	NA	Morganellaceae	Proteus
Proteus hauseri	183417	Bacteria	NA	NA	Morganellaceae	Proteus
Providencia rettgeri	587	Bacteria	NA	NA	Morganellaceae	Providencia
Providencia sp. R33	2828763	Bacteria	NA	NA	Morganellaceae	Providencia
Providencia sneebia	516075	Bacteria	NA	NA	Morganellaceae	Providencia
Providencia stuartii	588	Bacteria	NA	NA	Morganellaceae	Providencia
Providencia alcalifaciens	126385	Bacteria	NA	NA	Morganellaceae	Providencia
Providencia rustigianii	158850	Bacteria	NA	NA	Morganellaceae	Providencia
Arsenophonus endosymbiont of Apis mellifera	1541805	Bacteria	NA	NA	Morganellaceae	Arsenophonus
Arsenophonus endosymbiont of Aphis craccivora	1231049	Bacteria	NA	NA	Morganellaceae	Arsenophonus
Arsenophonus endosymbiont of Aleurodicus dispersus	235559	Bacteria	NA	NA	Morganellaceae	Arsenophonus
Arsenophonus nasoniae	638	Bacteria	NA	NA	Morganellaceae	Arsenophonus
Candidatus Arsenophonus lipoptenae	634113	Bacteria	NA	NA	Morganellaceae	Arsenophonus
Photorhabdus asymbiotica	291112	Bacteria	NA	NA	Morganellaceae	Photorhabdus
Photorhabdus akhurstii	171438	Bacteria	NA	NA	Morganellaceae	Photorhabdus
Photorhabdus laumondii	2218628	Bacteria	NA	NA	Morganellaceae	Photorhabdus
Moellerella wisconsensis	158849	Bacteria	NA	NA	Morganellaceae	Moellerella
